CST3,CTSS,HLA-DRA,TYROBP,HLA-DRB1,AIF1,PSAP,MNDA,CD74,VCAN,S100A4,NEAT1,LTB,FTL,HLA-DPA1,LST1,FCER1G,LGALS1,S100A12,S100A11,IL7R,CCL5,FGL2,HLA-DPB1,TYMP,IL32,COTL1,TRBC2,SAT1,KLF4,NCF1,CD14,S100A6,IER3,CYBB,TRBC1,IL1B,CTSD,BRI3,SERPINA1,MS4A6A,GRN,SRGN,EGR1,NFKBIA,ANXA1,APLP2,BTG2,RGS2,GSTP1,label
0.0,0.8281116,0.8281116,0.0,0.0,0.0,0.8281116,0.0,0.8281116,0.0,2.719907,0.8281116,1.817422,2.4258585,0.0,0.0,0.0,1.5824728,0.0,2.3048768,3.5780256,3.6805892,0.0,0.8281116,0.0,2.9468513,1.2747996,0.8281116,0.0,0.0,0.8281116,0.0,2.3048768,1.2747996,0.0,2.8014133,0.0,0.0,0.0,0.0,0.0,0.0,2.0075374,2.8014133,2.5337706,2.0075374,0.0,3.1864293,0.0,1.5824728,T_cell
0.0,0.0,0.0,0.0,0.7093836,1.4105512,0.7093836,0.0,1.1202028,0.0,0.7093836,0.0,2.2259095,1.9735847,0.0,0.0,0.0,0.0,0.0,0.0,2.1076846,0.0,0.0,0.0,1.1202028,0.0,0.7093836,2.6690037,0.0,0.0,0.0,0.0,1.4105512,0.0,0.0,0.7093836,0.0,0.0,0.0,0.0,0.0,0.0,1.4105512,0.7093836,1.9735847,2.5947213,0.0,2.3316233,0.0,0.7093836,T_cell
0.0,0.0,0.0,0.0,0.0,0.7724637,0.7724637,0.0,0.0,0.0,1.9206611,1.5030283,2.8513603,2.781686,0.7724637,1.2030287,0.0,0.7724637,0.0,0.7724637,2.781686,3.282116,0.0,0.0,0.0,2.5377314,1.7334901,1.2030287,0.0,0.0,0.7724637,0.0,1.5030283,1.7334901,0.0,2.9776447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0782611,3.282116,0.0,0.0,3.1414237,0.7724637,1.2030287,T_cell
0.0,0.85405934,0.0,0.0,0.0,1.3078805,0.0,0.85405934,0.0,0.0,0.0,0.0,2.575849,2.8443255,0.0,0.0,0.0,0.85405934,0.0,0.85405934,1.3078805,0.0,0.0,0.0,0.0,1.3078805,1.3078805,2.6735716,0.85405934,0.0,0.0,0.0,2.575849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3078805,0.0,2.7625887,1.3078805,0.0,2.7625887,0.85405934,0.85405934,T_cell
0.0,0.0,0.0,0.0,0.0,0.0,2.4051998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4051998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4051998,0.0,0.0,0.0,4.4023824,0.0,0.0,T_cell
3.2088418,3.0171096,2.4677298,3.2924807,2.635821,2.555303,2.779682,2.844529,2.962826,3.6580267,3.8124704,3.685481,0.7321582,4.720239,0.7321582,1.8559573,1.8559573,2.555303,2.7103362,2.0118828,0.7321582,0.0,1.150296,1.4442546,2.0118828,0.0,2.4677298,0.0,3.2924807,1.150296,1.4442546,1.150296,3.406126,2.0118828,1.8559573,0.0,2.779682,3.0171096,2.4677298,1.8559573,1.4442546,2.1467435,2.844529,1.4442546,2.779682,1.8559573,2.2655592,2.0118828,2.555303,2.2655592,Monocyte
3.5627186,3.5368168,2.6757514,3.0365918,2.94607,3.425928,3.1962342,1.0307264,3.3655035,0.6426697,3.7054472,4.461846,1.3095894,5.2534623,3.3338645,3.5627186,2.3903265,1.8577507,0.0,3.2674153,0.0,0.0,2.7359772,2.8975384,2.4696753,0.0,3.4548242,0.0,2.792781,2.105646,0.0,0.0,3.396172,0.0,2.3041346,0.0,0.0,0.6426697,2.6757514,2.6116648,0.0,1.0307264,2.7359772,1.3095894,1.7061568,1.3095894,1.0307264,1.7061568,0.0,1.3095894,Monocyte
0.0,0.0,0.0,0.74020773,0.0,0.0,0.0,0.0,1.45608,0.0,0.0,0.74020773,3.5231533,2.025279,0.0,0.74020773,0.0,0.0,0.0,0.0,1.1608801,0.0,0.0,0.0,0.0,2.2794154,0.0,2.5695603,1.1608801,0.74020773,0.74020773,0.0,0.74020773,0.0,0.0,0.74020773,0.0,0.0,0.74020773,0.0,0.0,0.0,0.0,0.74020773,2.025279,0.0,0.0,2.2794154,0.0,0.74020773,T_cell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4502566,1.805785,3.3949633,3.5524383,0.99136674,0.99136674,0.0,0.0,0.0,2.2486122,2.5544643,1.805785,0.0,1.4792906,0.0,2.2486122,1.4792906,0.0,0.99136674,0.0,0.99136674,0.0,2.413186,2.887543,0.0,3.5524383,0.0,0.0,0.0,0.0,0.0,0.0,0.99136674,2.2486122,2.0515127,1.805785,0.0,3.0605357,0.0,0.99136674,T_cell
3.475792,3.5682857,3.1983695,3.2603528,3.2603528,2.714399,3.3187177,1.9830247,3.2603528,2.8131132,3.6927288,4.2245736,0.0,4.6018524,1.7402052,1.9830247,2.1782517,1.7402052,1.4188442,1.9830247,0.0,0.0,3.4261255,1.9830247,2.8131132,0.0,2.3415198,0.0,3.373863,2.1782517,1.4188442,2.1782517,3.6115103,2.6048627,2.3415198,0.0,1.7402052,2.8131132,1.4188442,2.6048627,0.9424148,1.7402052,2.8131132,2.8131132,2.9029522,2.9029522,2.9853814,1.4188442,0.9424148,2.9029522,Monocyte
3.1631742,3.7756734,2.1963954,3.1631742,2.0360708,2.3345323,3.1631742,3.3193293,2.750662,3.366395,3.712662,4.9478335,1.6086917,4.517236,1.6086917,2.5640883,2.4558828,2.3345323,2.750662,2.4558828,0.0,0.0,2.5640883,1.2986046,1.2986046,0.0,3.043634,0.0,3.105189,2.0360708,2.1963954,2.3345323,3.366395,3.105189,2.1963954,0.0,2.5640883,2.3345323,1.8450412,1.8450412,2.3345323,2.1963954,2.4558828,3.105189,4.042135,3.105189,2.3345323,1.2986046,1.8450412,2.0360708,Monocyte
3.136432,4.064849,3.7574956,2.4858055,3.136432,3.4604158,3.0358863,3.3887217,3.2277856,2.4858055,3.3887217,3.5273123,0.0,4.786796,2.9240892,3.0358863,2.4858055,2.9240892,0.0,2.2832627,0.0,0.0,3.0358863,2.798202,2.0289998,0.0,3.0358863,0.0,3.3887217,2.2832627,2.4858055,1.1638249,3.5900126,1.1638249,2.0289998,0.0,0.0,1.1638249,2.798202,3.0358863,2.2832627,1.6871979,2.798202,1.6871979,2.2832627,2.0289998,1.1638249,0.0,1.6871979,2.798202,Monocyte
0.0,0.7836017,0.0,0.0,0.0,0.0,0.0,0.0,0.7836017,0.0,3.1611419,0.7836017,4.102101,2.8707817,0.0,1.2174871,0.0,0.7836017,0.0,2.096306,2.5567183,0.7836017,0.0,0.7836017,0.0,2.5567183,0.0,1.9382693,2.9359903,0.0,0.7836017,0.0,2.352779,1.2174871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.096306,1.2174871,3.4253561,2.352779,1.2174871,1.5190822,1.2174871,0.7836017,T_cell
0.0,0.0,0.0,0.0,0.0,0.9558069,0.0,0.0,0.9558069,0.0,1.4354503,0.9558069,2.0018952,2.5018768,0.0,0.0,0.0,0.0,0.0,0.0,3.339785,0.0,0.0,0.0,0.0,2.1976514,1.4354503,2.1976514,0.0,0.0,0.0,0.0,0.9558069,0.0,0.0,0.0,0.0,1.4354503,0.9558069,0.0,0.0,0.0,0.0,0.0,1.4354503,0.0,0.0,0.0,0.0,0.0,T_cell
0.0,0.0,0.0,0.0,0.90612274,0.0,0.90612274,0.0,0.90612274,0.0,0.90612274,0.0,2.5492632,1.6908568,0.0,0.0,0.0,0.0,0.0,0.0,1.3735682,0.0,0.0,0.0,0.0,1.3735682,0.0,1.3735682,0.90612274,0.0,0.0,0.0,1.6908568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6908568,0.0,0.0,1.9313526,0.0,0.90612274,T_cell
3.4934669,4.1713,3.6586053,3.4568949,3.7460063,3.4568949,2.9297056,3.1547859,3.800299,2.453869,3.7735212,4.207116,0.780001,4.9695244,2.8645205,2.5505965,2.226818,2.7198267,1.7449994,3.1547859,0.0,0.0,2.453869,2.8645205,2.7947884,0.0,2.9297056,0.0,3.2507994,2.7947884,2.3467739,2.9909003,3.379476,1.9325893,2.6387873,0.0,1.9325893,2.3467739,2.453869,2.226818,2.090486,2.453869,2.7198267,1.7449994,2.8645205,0.780001,1.5139009,2.226818,1.2128183,2.5505965,Monocyte
3.8845985,2.9374557,4.5423627,3.2586691,4.266615,3.8598077,3.4648235,1.520291,4.19743,1.7517602,3.387384,3.5366948,0.0,5.5212917,4.299491,3.0563638,2.7274752,1.520291,0.0,3.4648235,0.0,0.0,1.7517602,3.8083024,2.4613538,0.0,3.4268532,0.0,2.4613538,1.2185768,2.7274752,0.0,2.3541791,0.0,1.7517602,0.0,0.0,0.0,2.3541791,2.4613538,1.520291,1.7517602,2.3541791,0.0,1.7517602,1.7517602,1.7517602,1.520291,0.7844426,2.234124,Monocyte
0.95129764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9955529,3.1461735,3.0753691,0.95129764,0.0,0.0,0.0,0.0,0.0,0.95129764,0.0,0.0,0.0,0.0,1.4298649,0.0,0.95129764,1.4298649,0.0,0.0,0.0,1.752187,0.0,0.0,0.0,0.0,0.0,0.95129764,0.95129764,0.0,0.0,0.95129764,0.95129764,0.0,0.0,0.0,0.0,0.0,1.4298649,T_cell
0.9710399,0.0,1.454275,2.0232358,1.454275,0.0,1.454275,0.0,1.454275,0.0,2.3836243,2.3836243,0.0,2.7578685,0.9710399,0.0,0.0,1.454275,0.0,0.9710399,1.454275,4.0099254,0.0,1.7786856,0.0,2.3836243,0.0,2.7578685,0.9710399,0.0,0.0,0.0,0.9710399,0.9710399,0.9710399,0.0,0.0,1.7786856,0.0,0.0,0.0,0.0,2.219578,2.8568661,2.524514,0.9710399,0.0,2.8568661,0.0,0.0,T_cell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0096878,0.0,2.9149256,2.581217,3.3021562,3.1271684,0.0,0.6272061,0.0,0.0,0.0,2.3604853,2.5129137,0.0,0.0,0.0,0.0,1.8300554,1.0096878,1.5017387,1.9610245,0.0,0.6272061,0.0,2.3604853,0.0,0.0,0.6272061,0.0,0.0,0.6272061,0.0,0.0,0.0,1.679311,0.6272061,2.705243,1.8300554,0.0,0.6272061,0.0,0.0,T_cell
0.0,1.5801724,0.0,0.0,0.0,0.0,1.0742843,0.0,1.0742843,0.0,1.0742843,0.0,1.5801724,3.6278026,0.0,0.0,0.0,0.0,0.0,1.0742843,1.5801724,0.0,0.0,1.0742843,0.0,1.9145212,1.0742843,2.5311046,1.5801724,0.0,0.0,0.0,1.5801724,0.0,0.0,0.0,0.0,1.0742843,0.0,0.0,0.0,0.0,0.0,1.5801724,0.0,0.0,0.0,2.5311046,1.9145212,0.0,T_cell
0.0,1.4734284,0.0,0.0,0.0,0.0,0.98659474,0.0,0.0,0.0,0.0,0.0,0.98659474,2.547459,0.0,0.0,0.0,0.0,0.0,0.0,1.7994394,0.0,0.0,0.0,0.0,0.98659474,0.98659474,1.7994394,1.4734284,0.0,0.0,0.0,0.98659474,0.0,0.0,2.0448945,0.0,0.0,0.0,0.0,0.0,0.0,1.7994394,0.0,1.7994394,0.0,0.0,2.6711571,0.0,1.4734284,T_cell
3.7979128,3.5005057,3.2675414,3.0753016,2.065022,3.6893213,3.0753016,3.4287167,3.0753016,1.7210355,3.6302571,3.5005057,0.0,4.9487925,2.5237896,2.3204868,2.837094,2.692662,2.065022,2.837094,0.0,0.0,0.0,1.7210355,2.3204868,0.0,3.5005057,0.0,3.8480847,2.3204868,3.0753016,3.0753016,3.8958592,1.7210355,1.7210355,0.0,0.0,1.7210355,2.692662,2.3204868,0.0,2.3204868,2.5237896,1.7210355,2.963274,0.0,2.065022,0.0,2.065022,3.3513727,Monocyte
2.3319497,3.0874224,3.642626,1.2013193,2.7045107,3.279764,2.0761237,3.8605192,3.1882105,2.0761237,4.190957,2.535481,0.0,4.9775543,2.7045107,2.3319497,2.0761237,3.5798316,3.0874224,2.9753256,0.0,0.0,2.3319497,2.535481,1.7314786,0.0,3.1882105,0.0,3.1882105,1.7314786,2.849058,2.3319497,4.4110694,3.5128284,2.7045107,0.0,2.535481,2.535481,2.535481,1.2013193,0.0,0.0,2.535481,3.441011,2.535481,2.3319497,1.7314786,1.2013193,2.3319497,2.9753256,Monocyte
2.2762723,3.8241544,2.157301,2.478669,2.157301,2.6469162,2.916722,2.6469162,3.0284746,3.4528742,4.057196,4.147485,0.7383777,4.9782157,1.1584761,1.6808562,1.1584761,2.157301,3.1289845,3.0284746,0.0,0.0,1.4533954,1.6808562,2.6469162,0.0,2.6469162,0.0,2.7214923,2.6469162,2.2762723,1.1584761,3.7498908,2.157301,2.2762723,0.0,1.1584761,2.0222397,2.0222397,1.8660456,1.6808562,2.0222397,2.7214923,0.7383777,3.0799916,1.1584761,2.0222397,2.478669,2.2762723,2.0222397,Monocyte
0.0,0.7682868,0.0,0.0,0.0,0.0,0.0,0.0,2.2074482,0.0,0.7682868,2.5305724,2.6995363,1.9140283,0.7682868,0.0,0.7682868,0.0,0.0,0.7682868,0.7682868,0.0,0.0,0.0,0.7682868,1.1975942,1.1975942,0.7682868,1.1975942,0.0,0.7682868,0.0,2.071462,0.0,0.0,2.9702663,0.0,0.7682868,0.7682868,0.0,0.0,0.0,1.1975942,1.7270925,1.4969875,0.0,0.7682868,2.6995363,0.0,0.7682868,T_cell
0.0,0.0,0.0,0.0,0.0,0.9819765,0.0,0.0,1.4677489,0.0,0.0,1.4677489,3.5378983,2.664295,0.0,0.9819765,0.0,0.0,0.0,0.0,2.0384777,0.0,0.0,0.0,0.0,0.0,0.9819765,0.0,1.7932888,0.0,0.9819765,0.0,0.9819765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9819765,0.0,1.7932888,1.4677489,0.0,1.7932888,0.0,0.0,T_cell
0.0,0.98291737,0.0,0.0,0.0,0.0,0.98291737,0.0,1.7945427,0.0,0.0,3.0477026,2.4009311,2.6656942,0.0,0.0,0.0,0.0,0.0,0.98291737,1.7945427,0.0,0.0,0.98291737,0.0,0.98291737,0.0,3.2613072,0.98291737,0.0,0.0,0.0,1.4689065,0.0,0.0,1.7945427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0397859,0.0,0.0,3.0477026,0.0,0.0,T_cell
4.020779,3.2983825,3.9225824,2.8118873,3.3903286,3.813682,2.6415122,2.1770952,4.3385916,1.2828437,3.0844324,3.3903286,1.2828437,4.9167485,3.0844324,2.9574163,0.0,2.1770952,0.0,1.8267668,0.0,0.0,1.8267668,2.4360251,2.4360251,0.0,2.4360251,0.0,2.9574163,3.0844324,1.2828437,0.0,3.0844324,2.1770952,2.1770952,0.0,2.8118873,0.0,1.8267668,0.0,1.8267668,1.8267668,1.8267668,1.2828437,3.6242435,1.2828437,1.8267668,1.2828437,0.0,2.1770952,Monocyte
3.4511285,3.63373,2.8818593,3.2275648,2.3491516,2.4449213,3.268471,3.3077693,2.9933972,2.4449213,3.605519,3.9424024,0.0,4.9490733,1.1333126,2.4449213,1.83495,2.1247432,3.2275648,2.6126819,0.0,0.0,1.4252487,1.9903077,2.1247432,0.0,2.5323153,0.0,3.5764892,2.1247432,2.7563004,2.4449213,3.5764892,2.8818593,1.4252487,0.0,0.71928465,2.6126819,1.6509361,1.6509361,1.9903077,1.1333126,2.3491516,2.1247432,2.687067,2.1247432,1.4252487,1.1333126,2.3491516,2.687067,Monocyte
3.4050202,3.190144,1.9202965,3.3383965,2.370708,3.190144,3.016022,1.5855523,2.9160905,2.6801276,4.38926,3.6843662,0.0,5.0761824,1.0787475,2.6801276,1.5855523,3.190144,3.3383965,3.5262692,0.0,0.0,1.0787475,1.9202965,2.1706495,0.0,3.016022,0.0,3.016022,2.537338,2.6801276,3.016022,4.175199,2.370708,1.5855523,0.0,1.9202965,2.8050528,2.370708,1.9202965,2.1706495,2.1706495,2.9160905,1.0787475,3.7319598,1.0787475,1.9202965,2.370708,2.1706495,1.5855523,Monocyte
0.0,0.0,0.0,0.0,0.0,1.0986123,0.0,0.0,0.0,0.0,2.5649493,1.9459101,3.4339871,2.3978953,1.0986123,0.0,0.0,1.9459101,0.0,1.0986123,3.218876,1.0986123,0.0,0.0,0.0,2.7080503,1.0986123,0.0,1.0986123,0.0,1.0986123,0.0,2.3978953,0.0,0.0,2.1972246,0.0,1.609438,0.0,0.0,0.0,0.0,1.0986123,1.609438,1.9459101,1.9459101,0.0,2.5649493,1.0986123,0.0,T_cell
2.1271577,3.636399,0.0,3.636399,2.1271577,3.636399,2.758868,3.1429856,2.1271577,2.758868,5.0974345,4.2124066,0.0,5.7646027,0.0,3.1429856,3.636399,2.758868,4.2124066,3.636399,0.0,0.0,2.1271577,0.0,0.0,0.0,0.0,0.0,3.4198205,3.1429856,3.965315,2.758868,4.8414016,2.1271577,0.0,0.0,0.0,0.0,3.1429856,2.1271577,2.758868,0.0,3.4198205,0.0,2.1271577,2.758868,0.0,0.0,2.758868,2.758868,Monocyte
0.0,1.0453303,1.0453303,0.0,0.0,0.0,1.0453303,0.0,2.1255317,0.0,3.7709148,2.3245118,3.418035,2.4903939,1.0453303,0.0,0.0,3.1412191,0.0,2.4903939,2.6326342,0.0,0.0,1.0453303,1.5451502,3.217931,1.8768682,3.3556793,0.0,0.0,0.0,0.0,2.3245118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0453303,1.0453303,2.1255317,2.3245118,2.3245118,0.0,0.0,0.0,0.0,T_cell
2.9680753,3.356258,1.7251941,2.8418603,1.7251941,2.9680753,2.3250527,3.694257,1.1959825,3.272411,4.345422,2.6973822,1.1959825,4.673885,1.1959825,2.528447,2.8418603,2.8418603,4.345422,2.8418603,0.0,1.1959825,2.528447,0.0,2.0694437,0.0,2.0694437,0.0,2.3250527,2.528447,3.1808853,2.3250527,4.031819,2.528447,1.7251941,0.0,1.1959825,2.6973822,2.528447,1.7251941,2.0694437,2.6973822,3.5054154,0.0,3.1808853,2.528447,2.528447,0.0,3.272411,2.0694437,Monocyte
0.0,0.0,0.94413877,0.0,0.0,0.0,0.0,0.0,1.4209849,0.0,0.94413877,0.0,2.9056206,3.6142573,0.0,0.0,0.0,0.0,0.0,0.0,2.3440716,0.0,0.0,1.7425334,0.0,1.9854597,0.0,2.3440716,2.1807556,0.0,0.0,0.0,0.94413877,1.4209849,0.0,0.0,0.0,1.4209849,0.0,0.0,0.0,0.94413877,0.94413877,1.7425334,0.94413877,0.0,0.0,3.263068,0.0,0.94413877,T_cell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5264164,0.0,2.3029993,2.610496,3.1950243,2.1045382,0.0,0.0,0.0,0.0,0.0,0.0,1.5264164,0.0,0.0,0.0,0.0,2.3029993,1.0299152,3.1183896,3.5614932,0.0,1.0299152,0.0,2.1045382,0.0,0.0,1.0299152,0.0,0.0,0.0,0.0,0.0,1.0299152,0.0,2.610496,2.610496,1.5264164,0.0,1.8566862,2.1045382,1.5264164,T_cell
3.4176784,3.584338,3.8256443,3.650339,3.567134,3.3336432,3.3765433,1.876556,3.6817746,1.0450912,2.9982855,3.584338,0.4790579,4.7790737,3.8520913,3.1408665,3.217577,1.4043217,0.0,3.1139305,0.4790579,0.4790579,2.587091,2.8674965,2.0489924,0.0,3.217577,0.0,3.6342425,1.4043217,0.4790579,0.0,2.9350278,0.8016003,1.876556,0.0,0.8016003,0.8016003,1.9664865,2.7950726,0.4790579,0.4790579,2.7567935,0.4790579,2.5397499,0.8016003,1.6680593,2.125207,1.6680593,1.876556,Monocyte
2.5167015,3.097771,1.7716298,3.0214837,0.0,1.7716298,2.7499142,3.4629002,2.3759153,3.7680845,3.971384,3.4629002,0.0,4.5050683,2.0158677,2.5167015,1.7716298,2.640091,2.8488607,2.0158677,0.0,0.0,2.7499142,1.4477702,2.3759153,0.0,2.7499142,0.0,2.212009,2.212009,1.7716298,2.212009,3.971384,2.0158677,2.0158677,0.0,1.4477702,2.0158677,1.4477702,0.96577007,2.212009,1.7716298,3.2969086,1.7716298,3.1686487,2.640091,2.0158677,2.212009,1.7716298,2.3759153,Monocyte
4.10974,3.50467,4.5181365,3.0793974,4.5830407,3.242085,3.2115963,2.161418,4.5012302,1.8529189,3.4573815,3.7492826,0.0,5.1314797,4.0034,2.3243594,1.7245624,2.6966653,0.0,2.4644334,0.5700436,0.0,2.4644334,3.6545174,2.4644334,0.0,2.8850005,0.0,2.396847,1.9666582,1.8529189,1.4044724,3.2716718,1.4044724,1.5772703,0.0,0.0,0.5700436,2.068772,1.7245624,2.161418,2.6434655,1.1954464,0.0,2.246204,1.7245624,1.8529189,0.5700436,0.5700436,1.9666582,Monocyte
2.8609133,3.6749697,3.7203367,3.2108762,2.6258142,2.7502568,3.5250351,0.0,3.9907253,2.8609133,3.4696076,5.1432257,1.0405704,4.8026667,2.4836547,2.3178833,1.8706467,2.6258142,1.0405704,2.4836547,0.0,0.0,1.5393722,2.8609133,2.8609133,0.0,2.8609133,0.0,3.6749697,2.9605358,1.0405704,1.0405704,2.3178833,2.9605358,2.3178833,0.0,1.5393722,1.5393722,1.8706467,1.8706467,2.3178833,1.5393722,2.4836547,2.9605358,2.8609133,0.0,2.3178833,2.4836547,1.8706467,1.5393722,Monocyte
0.0,1.140285,0.0,0.0,0.0,1.9991772,0.0,0.0,1.140285,0.0,1.9991772,2.252411,2.6221988,3.4271002,0.0,1.140285,0.0,0.0,0.0,0.0,1.9991772,0.0,0.0,0.0,0.0,1.140285,0.0,3.0031514,1.140285,0.0,0.0,0.0,1.140285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.140285,0.0,0.0,1.6592407,0.0,1.9991772,0.0,1.6592407,T_cell
2.7919092,3.7430117,3.3765137,3.3354385,3.0456436,3.0456436,2.9879875,2.8616285,3.100156,3.3765137,3.624702,4.452085,0.0,5.1931467,2.451066,1.7424686,2.8616285,2.2240822,2.451066,2.7919092,0.0,0.0,1.7424686,2.0877988,2.7919092,0.0,3.1518497,0.0,2.6359396,0.0,2.0877988,2.0877988,3.5598474,0.0,1.7424686,0.0,0.0,2.451066,2.0877988,2.2240822,2.3440006,2.2240822,2.0877988,0.0,0.0,1.7424686,2.2240822,0.0,1.2106642,2.2240822,Monocyte
0.0,0.892461,0.0,0.0,0.0,0.0,0.892461,0.0,0.0,0.0,0.892461,2.266624,3.180471,3.0528598,0.0,0.892461,0.0,0.892461,0.0,0.892461,2.982378,0.0,0.0,0.0,0.0,0.0,0.0,2.735101,0.0,0.0,0.0,0.0,0.892461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.892461,2.4058552,0.0,0.0,1.9116913,0.892461,0.0,T_cell
1.0835103,1.0835103,0.0,0.0,0.0,0.0,0.0,0.0,1.0835103,0.0,1.926451,1.5912879,0.0,3.1137543,0.0,0.0,0.0,0.0,0.0,1.0835103,0.0,3.6913934,0.0,1.0835103,0.0,2.811826,0.0,3.197056,1.0835103,0.0,0.0,0.0,2.3772445,0.0,0.0,0.0,0.0,0.0,1.0835103,0.0,0.0,0.0,2.1770375,0.0,1.0835103,0.0,0.0,1.0835103,0.0,0.0,T_cell
3.6318223,3.6318223,2.964799,3.3118844,2.5252688,3.3118844,3.4302726,3.1775749,3.3529243,1.722356,3.7191634,3.8496585,0.0,5.1556807,2.0664263,2.7689903,1.722356,2.7689903,2.0664263,1.9091167,0.7652005,0.0,2.5252688,0.7652005,0.7652005,0.0,3.269088,0.0,3.1775749,2.0664263,0.7652005,1.9091167,3.269088,2.0664263,2.20232,0.0,2.964799,2.5252688,2.7689903,2.5252688,1.4925165,2.428762,2.6941612,0.0,2.964799,2.20232,0.7652005,1.722356,0.7652005,2.7689903,Monocyte
0.0,0.0,0.0,0.0,0.0,0.0,1.1195768,0.0,1.1195768,0.0,3.2489274,2.2250807,3.4642775,2.5938616,0.0,1.1195768,0.0,1.1195768,0.0,1.6345432,3.3975174,0.0,0.0,0.0,0.0,2.4263756,0.0,1.6345432,3.074339,0.0,0.0,0.0,2.2250807,0.0,0.0,2.9741008,0.0,0.0,1.1195768,0.0,0.0,0.0,1.6345432,1.6345432,2.5938616,0.0,0.0,2.8626842,0.0,0.0,T_cell
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9150145,0.0,2.531637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9150145,0.0,0.0,0.0,1.9150145,1.9150145,0.0,1.9150145,3.856432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9150145,0.0,0.0,0.0,0.0,0.0,0.0,T_cell
3.8424928,3.5672274,4.0581117,3.1222973,3.9196482,2.8161678,2.8161678,2.5627599,4.1328325,2.1379733,3.3820987,3.8098829,0.5585998,4.556779,3.1222973,2.6188393,2.3004503,2.722363,0.91486806,2.722363,0.0,0.0,2.67194,3.1222973,2.5033476,0.0,2.9421916,0.0,2.901923,2.2225082,2.67194,1.3845158,2.8599644,2.6188393,1.8305892,0.0,2.722363,1.9438772,2.045627,1.7028075,2.6188393,2.045627,2.3727543,0.0,2.9421916,1.8305892,2.1379733,1.5562723,2.1379733,2.2225082,Monocyte
2.9386735,3.7698343,3.2379766,3.1204798,2.9386735,2.7766998,3.0337026,2.143936,3.496964,1.5616077,3.7478852,4.1892266,0.6635225,4.874766,2.8336563,2.7163024,2.7163024,2.3433619,2.3433619,3.1611989,0.0,0.0,2.7163024,2.248612,2.248612,0.0,3.0780323,0.0,3.4680283,1.7418859,0.0,2.5833223,3.4680283,1.5616077,2.143936,0.0,2.3433619,2.7163024,2.887543,2.143936,1.3415215,0.6635225,2.7766998,1.0589144,2.9386735,2.652021,2.0270076,1.0589144,1.3415215,2.0270076,Monocyte
0.0,1.3376745,0.8775858,0.0,0.8775858,0.0,0.8775858,0.0,0.8775858,0.0,3.2692478,2.8826215,3.2143242,1.3376745,0.0,0.0,0.0,0.0,0.0,1.8901476,2.9583483,0.0,0.0,0.0,0.0,0.8775858,1.3376745,1.3376745,2.7114353,0.0,0.8775858,0.0,2.243951,0.0,0.0,2.0826154,0.0,0.0,0.8775858,0.0,0.0,0.8775858,1.3376745,0.0,2.9583483,3.0945044,0.0,2.3828375,0.8775858,0.0,T_cell
3.697261,3.7885714,3.0097675,3.5535614,3.1513638,2.7002554,3.0830698,3.0097675,3.183838,2.888635,3.6582673,3.575398,0.0,4.9676714,2.888635,1.8561654,2.4679558,1.8561654,2.2496464,2.8447614,0.0,0.0,2.4679558,2.1648247,2.531282,0.0,2.9709978,0.0,2.7002554,1.5803256,1.1981324,3.411467,3.5535614,1.1981324,1.9699697,0.0,0.0,2.0721357,2.4003465,1.7277265,1.8561654,2.531282,2.4003465,0.5717179,2.5908358,2.3278325,2.3278325,0.5717179,1.407378,2.0721357,Monocyte
0.0,0.64984715,0.0,0.0,0.0,0.64984715,0.0,0.0,0.64984715,0.0,0.0,1.8704919,3.134013,1.8704919,0.0,0.0,0.0,0.0,0.0,0.64984715,2.1189008,0.0,0.0,0.0,0.64984715,1.5392283,1.040452,1.5392283,0.64984715,0.0,0.0,0.0,1.040452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.040452,0.64984715,2.2232423,1.7185147,0.0,2.317718,0.64984715,0.64984715,T_cell
