CCL5,NKG7,S100A4,LTB,GZMA,GZMH,TRBC1,IL7R,CST7,GZMK,DUSP2,KLRB1,CD69,BTG2,IL32,GNLY,NEAT1,ANXA1,EGR1,SAT1,FOS,DUSP1,ID2,CTSW,NFKBIA,TRBC2,KLRD1,CXCR4,FGFBP2,PPP1R15A,NR4A2,KLF6,SRGN,GADD45B,AHNAK,ZFP36,SLC2A3,FOSB,CD74,HIST1H4C,PMAIP1,LGALS1,H1FX,INTS6,NOSIP,GZMM,GZMB,AC007952.4,S100A11,ITGB1,label
0.0,0.9881799,2.2440767,3.2031028,0.0,0.0,1.8015484,1.4753764,0.9881799,0.0,0.0,0.0,2.2440767,2.0470943,3.547512,0.0,0.9881799,0.0,1.4753764,2.0470943,3.9100988,3.1321158,1.4753764,2.0470943,1.8015484,2.2440767,0.0,0.0,0.0,2.5497875,0.0,2.2440767,0.0,2.2440767,0.0,0.9881799,0.0,2.4085693,0.9881799,1.4753764,0.9881799,0.0,2.2440767,1.4753764,1.8015484,0.9881799,0.0,0.9881799,0.0,1.4753764,CD8_T
0.0,0.0,0.8973387,2.4133625,0.0,0.0,0.8973387,1.3625476,0.0,0.0,0.0,0.0,0.0,0.8973387,1.6788144,0.0,1.3625476,0.8973387,0.0,0.8973387,3.2465734,2.6445844,0.8973387,0.0,0.0,2.2740207,0.0,2.4133625,0.0,1.6788144,0.8973387,0.8973387,0.0,1.9187245,0.0,0.8973387,0.0,2.1120696,0.0,1.9187245,0.0,0.0,0.8973387,0.8973387,1.9187245,0.8973387,0.0,0.0,0.0,0.0,CD8_T
0.7836017,0.7836017,3.1611419,4.102101,2.5567183,0.0,0.0,2.5567183,1.5190822,2.5567183,3.0548894,2.8010223,1.7504815,1.5190822,2.5567183,0.0,0.7836017,2.352779,1.2174871,2.9359903,4.020156,3.4633245,2.2327423,0.7836017,3.4253561,1.9382693,0.0,2.4599385,0.0,2.352779,0.0,2.6449528,2.096306,1.7504815,1.5190822,2.8707817,1.5190822,2.7260292,0.7836017,0.7836017,2.352779,0.7836017,2.096306,2.5567183,1.2174871,0.0,0.0,2.096306,2.096306,0.0,CD4_T
0.0,0.0,1.1717597,2.0390105,0.0,0.0,2.6648645,0.74850327,0.0,0.0,2.0390105,0.0,1.8823874,2.8090215,0.0,0.0,0.74850327,0.74850327,1.696594,1.4682202,3.570345,2.5841615,2.4001205,0.0,2.293612,1.1717597,0.0,1.1717597,0.0,2.293612,1.4682202,1.1717597,0.74850327,2.496369,0.74850327,2.0390105,2.1743922,2.7395384,1.1717597,1.1717597,0.0,0.0,1.1717597,0.74850327,2.496369,0.0,0.0,0.0,0.0,0.0,CD4_T
0.0,0.0,2.1743922,2.9924858,0.0,0.0,2.1743922,2.1743922,0.0,0.0,0.0,1.8823874,0.0,1.4682202,1.8823874,0.0,0.0,2.496369,1.4682202,1.696594,2.496369,1.8823874,0.0,0.0,1.4682202,1.8823874,0.0,0.0,0.0,0.0,0.0,2.293612,0.74850327,2.0390105,1.4682202,0.74850327,0.0,3.098417,0.74850327,1.1717597,0.74850327,0.0,2.0390105,1.4682202,2.1743922,0.74850327,0.0,1.1717597,2.1743922,0.0,CD4_T
3.5280604,0.0,2.3903537,3.1838908,2.0296695,0.0,2.2261858,3.1129642,1.4599595,2.5313327,2.8638523,2.2261858,2.0296695,3.3122306,4.230747,0.0,0.97565055,1.4599595,1.4599595,2.0296695,3.7453144,2.2261858,1.7848486,0.0,3.0366204,0.0,0.0,1.4599595,0.0,0.0,1.7848486,2.2261858,0.0,2.3903537,0.97565055,2.5313327,0.0,3.3122306,2.2261858,0.97565055,2.6548703,2.0296695,1.7848486,0.97565055,0.0,0.0,0.0,2.0296695,1.4599595,1.4599595,CD4_T
0.0,0.0,0.90612274,2.5492632,0.0,0.0,0.0,1.3735682,0.0,0.0,0.0,0.0,2.7566555,1.9313526,1.3735682,0.0,0.0,0.0,0.0,0.90612274,2.6583261,2.4268327,0.90612274,0.0,1.6908568,1.3735682,0.0,2.5492632,0.0,1.3735682,1.3735682,2.287294,0.0,1.3735682,0.0,0.0,1.9313526,0.90612274,0.90612274,1.6908568,0.0,0.0,0.90612274,0.90612274,1.3735682,0.0,0.0,0.0,0.0,0.0,CD4_T
4.2074113,2.7426348,3.2894192,0.0,2.2050853,1.7651784,1.7651784,0.96096003,2.2050853,2.9315274,3.0903451,0.96096003,3.2894192,2.8415346,2.009129,0.0,1.441826,1.7651784,2.2050853,2.2050853,4.342085,2.7426348,2.009129,2.2050853,2.8415346,0.0,1.441826,3.0140858,0.0,2.009129,2.6328697,0.96096003,2.5095534,2.3688624,0.96096003,2.6328697,1.7651784,3.1611989,0.96096003,1.7651784,1.7651784,1.7651784,1.441826,0.96096003,0.96096003,2.5095534,0.0,0.0,1.441826,1.441826,CD8_T
0.0,0.0,1.6471741,3.023542,0.0,0.0,1.6471741,0.8743968,0.0,0.0,2.6083667,2.0778332,0.0,2.0778332,1.6471741,0.0,2.4997485,1.3336469,0.0,1.8855101,3.6566293,3.365521,0.8743968,0.0,2.7063346,0.8743968,0.0,0.0,0.0,0.0,2.239067,1.8855101,0.0,0.8743968,1.3336469,0.0,0.8743968,2.3778782,0.0,1.6471741,0.0,0.0,1.6471741,0.8743968,1.8855101,0.0,0.0,0.0,0.8743968,0.0,CD4_T
4.0099254,3.1767883,2.3836243,0.0,2.219578,0.0,0.0,1.454275,2.7578685,1.454275,1.7786856,0.0,3.0295668,2.8568661,2.3836243,0.0,2.3836243,0.9710399,2.8568661,0.9710399,4.548804,3.3050911,1.454275,2.524514,2.524514,2.7578685,2.3836243,0.9710399,0.0,2.219578,0.9710399,1.7786856,2.219578,2.7578685,0.0,2.0232358,0.0,2.524514,1.454275,0.0,0.9710399,1.454275,0.9710399,0.0,0.0,1.7786856,0.0,1.454275,0.9710399,0.0,CD8_T
0.0,0.0,3.1777952,3.7193878,0.0,0.0,1.7225449,3.2693093,0.0,0.0,1.1937344,1.1937344,1.9093125,1.7225449,2.5254803,0.0,2.3221443,1.9093125,1.9093125,1.7225449,3.9868655,1.9093125,1.9093125,0.0,2.3221443,0.0,0.0,1.1937344,0.0,2.6134894,0.0,2.3221443,1.9093125,2.5254803,2.066627,1.9093125,1.4926949,2.2025247,0.0,1.7225449,0.0,1.7225449,1.9093125,1.4926949,1.1937344,0.7653235,0.0,2.2025247,2.7692058,1.7225449,CD4_T
0.8770936,0.0,1.3370531,2.7106488,0.0,0.0,1.6509078,2.2431977,0.0,0.0,0.0,0.0,2.9575493,2.081878,1.8894322,0.0,2.081878,0.8770936,0.8770936,1.8894322,4.2654247,3.155401,1.3370531,0.0,0.8770936,0.0,0.0,2.7106488,0.0,0.8770936,2.081878,2.081878,1.3370531,3.2135155,0.0,1.8894322,1.6509078,2.6126492,0.8770936,1.3370531,1.3370531,0.0,2.081878,0.0,2.2431977,0.8770936,0.0,0.8770936,0.0,0.0,CD4_T
3.9249873,3.8849876,3.2891204,1.939934,2.7015412,2.7015412,2.8266494,0.0,2.7015412,0.0,1.0939673,1.939934,2.558512,3.489744,2.3915558,3.6567655,2.9378316,2.558512,0.0,3.706767,3.6567655,1.0939673,3.0378802,1.0939673,1.0939673,1.6038613,2.1910264,1.0939673,2.8266494,2.1910264,2.558512,1.0939673,2.558512,2.558512,1.6038613,2.1910264,0.0,2.3915558,2.1910264,1.0939673,1.939934,0.0,1.939934,1.0939673,1.0939673,0.0,2.8266494,2.1910264,2.558512,0.0,CD8_T
2.7984464,4.1601043,4.2439876,0.0,3.0264716,3.0922267,0.0,0.8761927,1.8881226,0.0,0.0,1.649661,2.9560864,2.6112194,3.659629,0.0,2.0805273,2.2418184,0.0,1.8881226,3.3190117,2.7984464,2.7092083,1.649661,2.0805273,2.6112194,0.0,1.649661,2.380672,2.7984464,1.8881226,2.0805273,2.2418184,2.2418184,2.5025752,2.2418184,1.8881226,1.3359154,0.0,1.3359154,2.8803697,0.8761927,2.380672,0.8761927,0.8761927,2.0805273,2.5025752,0.0,2.380672,1.3359154,CD8_T
0.0,0.0,0.0,3.2434466,0.0,0.0,2.8838825,2.9596148,0.0,0.0,2.2451453,0.0,2.38405,2.3170075,2.2451453,0.0,1.1347663,0.0,1.1347663,1.7790753,3.507363,2.7583077,1.7790753,0.0,2.0837848,2.6146681,0.0,0.0,0.0,1.7790753,0.53267455,0.8783664,0.53267455,2.8437512,0.53267455,1.9921583,1.1347663,2.5618057,0.8783664,1.5079391,0.53267455,0.53267455,1.5079391,0.8783664,2.38405,0.0,0.0,1.3386599,0.53267455,0.0,CD4_T
3.4148295,2.5264444,3.3718712,1.5761535,2.5264444,1.2690706,3.0662074,1.5761535,2.1601725,1.5761535,2.869264,2.0006502,0.82363683,2.7939384,2.5264444,0.0,2.4186046,2.9393108,0.82363683,1.5761535,3.6056507,3.0662074,2.297714,1.2690706,2.6237786,0.0,0.0,1.2690706,1.8107594,0.0,0.82363683,2.7124734,1.5761535,3.1240873,1.2690706,0.0,0.0,2.0006502,1.2690706,2.1601725,0.0,0.0,0.82363683,0.82363683,1.2690706,1.2690706,0.0,0.82363683,1.8107594,0.82363683,CD8_T
1.2766601,0.82956594,2.87921,3.8336575,0.0,0.0,0.0,1.8195845,0.0,0.0,1.5845243,0.0,2.1695042,1.2766601,3.7150838,0.0,1.8195845,0.0,0.82956594,1.2766601,3.6831055,2.307201,3.07626,2.536147,1.8195845,2.9492972,0.0,0.82956594,0.0,1.2766601,1.5845243,2.1695042,1.5845243,2.633559,0.0,0.82956594,2.0097723,2.1695042,2.0097723,2.428212,1.2766601,0.82956594,2.0097723,0.0,1.2766601,0.0,0.0,1.2766601,1.8195845,0.82956594,CD8_T
0.0,0.0,0.0,2.4555988,0.0,0.0,1.8447795,1.8447795,1.0208555,0.0,1.0208555,0.0,1.0208555,1.0208555,2.290294,0.0,2.4555988,0.0,0.0,1.0208555,2.290294,1.8447795,1.0208555,0.0,0.0,2.4555988,0.0,0.0,0.0,1.8447795,0.0,1.5153769,1.0208555,1.5153769,1.0208555,1.0208555,0.0,0.0,0.0,1.0208555,0.0,0.0,1.8447795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CD4_T
3.955727,0.0,1.8552061,3.2295613,0.0,0.0,1.3073885,1.6183505,1.3073885,1.6183505,3.116713,0.0,2.575226,2.4669151,0.8536721,0.0,0.8536721,0.0,0.8536721,1.6183505,3.929576,2.575226,0.0,1.6183505,3.1747282,2.3454318,2.0465658,2.3454318,0.0,2.2071226,1.8552061,1.3073885,1.3073885,0.8536721,1.6183505,2.6729438,1.6183505,2.6729438,2.2071226,2.2071226,0.0,0.0,2.575226,2.0465658,0.0,0.0,0.0,0.0,0.0,0.0,CD8_T
1.063363,1.063363,2.8939679,3.167714,1.063363,0.0,2.1499438,3.167714,1.063363,2.9937773,1.063363,1.063363,2.1499438,2.1499438,2.7830806,0.0,0.0,1.566987,1.063363,2.8939679,3.9549778,2.5158048,1.566987,0.0,2.8939679,1.063363,0.0,2.7830806,0.0,2.3495135,2.1499438,1.900357,1.900357,2.6583457,1.566987,2.1499438,1.063363,2.9937773,0.0,1.566987,0.0,0.0,1.063363,1.900357,0.0,1.566987,0.0,1.063363,2.1499438,2.1499438,CD4_T
0.0,0.77929777,2.089348,2.452682,0.0,0.0,0.0,2.452682,0.0,0.0,3.65734,1.512888,1.2119058,2.5493991,1.9314786,0.0,1.512888,0.0,2.5493991,1.7439275,4.0942955,2.5493991,2.5493991,0.0,2.2256594,2.8632958,0.0,1.512888,1.2119058,2.2256594,2.089348,0.0,0.0,2.089348,0.0,2.928476,1.9314786,2.8632958,0.77929777,1.2119058,0.0,0.0,1.7439275,1.512888,0.0,0.0,0.0,0.0,0.0,0.0,CD8_T
0.0,0.0,0.0,1.9617182,0.0,0.0,0.0,1.40014,0.0,0.0,2.581963,0.0,1.7198429,3.1086311,2.1563354,0.0,1.7198429,0.0,0.9273825,0.9273825,3.779194,1.9617182,1.7198429,0.9273825,1.40014,2.319177,0.0,2.6913078,0.9273825,0.0,0.0,1.7198429,0.9273825,2.319177,0.0,1.40014,0.0,2.1563354,1.40014,1.7198429,0.0,0.0,1.9617182,0.9273825,1.7198429,1.7198429,0.0,0.9273825,0.0,0.0,CD8_T
3.194528,3.132718,3.6641464,0.90114295,1.9241996,2.541549,0.0,0.90114295,1.6840347,0.0,1.3673235,1.3673235,2.1177099,2.541549,2.2797766,0.0,3.194528,1.9241996,0.0,0.90114295,1.6840347,3.194528,1.6840347,0.0,1.9241996,2.2797766,0.0,0.0,1.6840347,1.3673235,0.90114295,2.419204,2.1177099,1.6840347,0.0,1.9241996,0.0,1.6840347,1.3673235,1.3673235,0.0,1.3673235,0.0,0.90114295,0.90114295,0.90114295,0.0,0.0,0.90114295,0.90114295,CD8_T
3.5282898,3.2034912,1.9876306,0.0,2.8181326,0.0,2.1829877,0.0,2.609808,2.609808,2.3463466,0.0,2.486729,2.8181326,2.9079993,0.94567674,2.3463466,1.9876306,0.0,2.7193854,3.969543,2.3463466,1.4228939,1.4228939,0.94567674,2.9079993,1.4228939,0.0,0.94567674,1.4228939,0.0,1.4228939,2.609808,1.4228939,0.0,0.0,0.94567674,2.7193854,2.9079993,0.0,3.06662,0.0,0.0,0.0,0.94567674,1.4228939,0.0,0.0,0.94567674,0.94567674,CD8_T
0.0,0.0,1.8749183,1.8749183,0.0,0.0,1.3244572,1.8749183,1.3244572,0.0,3.1390162,0.0,3.011655,3.353457,2.6946757,0.0,4.2083197,0.0,0.0,0.0,3.2519736,1.3244572,2.227908,0.0,3.2519736,1.8749183,0.0,0.0,0.0,1.8749183,1.3244572,1.3244572,0.0,2.4882822,2.8656726,2.227908,3.011655,2.6946757,1.3244572,0.0,1.8749183,1.3244572,0.0,1.8749183,0.0,0.0,0.0,0.0,0.0,2.4882822,CD4_T
0.0,0.0,1.9375569,1.696776,0.91045076,0.0,2.4334464,0.91045076,0.0,0.0,2.9352024,0.0,1.696776,3.322802,1.3789891,0.0,0.91045076,1.696776,2.1314662,0.0,3.6411605,2.665072,1.3789891,0.0,1.9375569,0.91045076,0.0,1.696776,0.0,2.5559506,1.9375569,1.696776,0.91045076,1.9375569,0.0,1.9375569,0.91045076,2.7634487,0.91045076,1.696776,0.0,0.0,0.0,1.3789891,1.3789891,0.0,0.0,0.91045076,0.0,0.0,CD4_T
3.3138998,1.7360849,3.0567656,0.0,1.4150571,0.0,0.93936664,0.93936664,2.7097318,2.3370023,2.9806352,0.0,1.4150571,2.8084147,0.0,0.0,2.6002338,0.0,1.4150571,1.7360849,4.2861295,1.7360849,2.7097318,0.0,2.7097318,1.9787151,0.0,1.7360849,0.0,2.3370023,1.4150571,1.4150571,1.4150571,3.2555459,1.4150571,0.93936664,0.0,1.9787151,2.3370023,0.0,1.4150571,2.1738198,0.0,2.8084147,0.0,1.4150571,0.0,1.9787151,1.9787151,0.93936664,CD8_T
3.321882,3.4508927,2.664184,0.0,1.5719573,0.0,1.0674769,1.5719573,2.3551931,2.1554914,3.7606587,0.0,2.7889702,3.8040981,3.1737275,0.0,2.1554914,2.664184,1.5719573,3.0905132,3.5096498,2.9997406,1.5719573,2.3551931,0.0,1.5719573,2.664184,1.9056978,1.0674769,1.0674769,3.0905132,0.0,1.5719573,2.9997406,1.9056978,1.9056978,1.0674769,3.5651453,2.1554914,1.5719573,0.0,0.0,2.3551931,1.5719573,0.0,2.5215757,0.0,1.0674769,1.0674769,0.0,CD8_T
0.0,0.0,3.5896726,3.3662808,0.0,0.0,1.1222945,2.8664863,0.0,0.0,2.110411,1.1222945,1.8212757,2.228678,2.671892,0.0,0.7109612,1.4128978,0.0,2.110411,3.645296,2.8664863,1.8212757,0.7109612,2.430052,2.228678,0.0,0.0,0.0,0.7109612,0.0,1.1222945,0.0,1.976257,1.1222945,1.4128978,0.0,1.4128978,1.1222945,1.4128978,2.110411,0.0,1.63779,1.1222945,1.976257,0.0,0.0,1.63779,1.4128978,0.0,CD4_T
0.0,0.0,0.0,2.0965147,0.0,0.88688326,1.3493979,2.7262514,0.0,0.0,0.0,0.0,2.9733932,2.258143,1.9036298,0.0,2.0965147,0.0,2.3972461,2.5193415,4.4112267,2.7262514,0.88688326,0.0,1.3493979,0.0,0.0,0.88688326,0.0,1.9036298,1.6644288,1.6644288,0.0,2.3972461,0.0,1.9036298,2.0965147,2.7262514,0.0,0.88688326,0.0,0.0,1.3493979,0.0,0.0,0.0,0.0,0.0,0.88688326,0.0,CD4_T
0.0,0.0,0.892461,3.180471,0.0,0.0,0.0,2.982378,0.0,0.0,0.0,0.0,1.3564174,1.9116913,0.0,0.0,2.266624,0.0,0.892461,0.0,3.180471,0.892461,0.892461,0.0,2.4058552,2.735101,0.0,1.3564174,0.0,0.892461,1.6721102,1.6721102,0.0,0.892461,0.0,1.3564174,2.1048229,2.1048229,0.0,1.3564174,0.0,0.892461,0.892461,0.0,2.4058552,0.0,0.0,1.3564174,0.892461,0.0,CD4_T
0.0,0.0,1.7131027,2.8718226,0.0,0.0,1.7131027,2.1490731,0.0,0.0,1.7131027,0.0,1.7131027,2.1490731,0.0,0.0,1.9546609,0.0,1.3939555,2.1490731,3.901815,2.4516659,0.0,0.0,1.3939555,0.0,0.0,1.3939555,0.0,0.0,1.3939555,0.0,0.9224243,2.782156,0.0,2.1490731,1.3939555,3.1007829,0.0,1.9546609,1.7131027,0.0,1.9546609,1.3939555,2.3117714,0.9224243,0.0,0.9224243,0.0,0.0,CD4_T
0.0,0.0,1.5622033,1.8952147,0.0,0.0,2.344043,1.0594066,0.0,0.0,1.0594066,0.0,1.0594066,1.0594066,0.0,0.0,2.144601,0.0,1.0594066,1.8952147,3.5531702,1.5622033,1.0594066,0.0,0.0,2.144601,0.0,0.0,0.0,1.5622033,0.0,0.0,0.0,3.078751,0.0,1.5622033,1.0594066,2.144601,0.0,0.0,1.0594066,0.0,0.0,1.5622033,1.8952147,0.0,0.0,0.0,0.0,0.0,CD4_T
4.1283073,4.3396034,2.193441,0.84486717,3.214789,2.74755,0.0,0.0,2.658628,2.658628,1.2961884,2.0331807,0.84486717,3.26674,2.9748845,0.0,3.3631854,2.9748845,2.193441,2.452844,3.7724252,0.0,2.33153,1.2961884,2.33153,3.1020138,1.8422426,1.6060333,0.0,3.1020138,2.452844,1.2961884,3.4511418,2.0331807,0.0,2.56102,2.0331807,3.1599903,2.193441,1.8422426,1.2961884,1.2961884,0.84486717,0.0,0.84486717,0.0,1.6060333,1.8422426,0.84486717,0.0,CD8_T
3.6913934,3.273949,1.926451,0.0,2.3772445,0.0,0.0,0.0,2.686843,2.3772445,1.5912879,1.926451,1.0835103,1.0835103,2.811826,1.0835103,1.5912879,0.0,0.0,1.0835103,1.0835103,1.5912879,1.5912879,1.5912879,1.0835103,3.197056,1.5912879,1.0835103,1.5912879,0.0,0.0,1.5912879,2.1770375,1.0835103,1.0835103,0.0,1.0835103,0.0,1.0835103,0.0,0.0,0.0,1.5912879,1.0835103,0.0,1.0835103,0.0,0.0,1.0835103,0.0,CD8_T
0.0,0.0,1.1671674,2.4902585,0.0,0.0,1.1671674,1.1671674,0.0,0.0,0.0,0.0,0.0,1.6911576,0.0,0.0,2.4902585,0.0,0.0,2.033219,2.9286857,1.1671674,0.0,0.0,1.6911576,2.2876253,0.0,0.0,0.0,1.1671674,0.0,0.0,0.0,0.0,1.1671674,0.0,0.0,1.1671674,1.1671674,1.6911576,0.0,0.0,0.0,1.1671674,1.1671674,0.0,0.0,1.1671674,0.0,0.0,CD8_T
0.0,0.0,0.70526356,2.73055,0.0,0.0,0.0,2.9131365,0.0,0.0,1.1147351,0.0,0.70526356,1.9665922,1.9665922,0.0,2.8559,0.0,1.1147351,1.9665922,3.6610475,2.32429,2.6614437,1.6287543,0.0,1.8118727,0.0,0.0,0.0,1.6287543,1.9665922,0.70526356,1.6287543,2.4198172,1.1147351,1.4044144,1.1147351,2.6614437,0.70526356,1.4044144,1.4044144,0.0,0.70526356,2.6614437,0.0,0.0,0.0,1.1147351,0.0,0.0,CD8_T
1.9168671,0.89604956,3.4934096,3.3515942,2.110156,0.0,1.9168671,3.244481,0.89604956,2.4113803,0.89604956,2.642562,0.89604956,2.2720675,2.2720675,0.0,2.2720675,2.2720675,2.4113803,3.1862903,3.7280369,3.1862903,2.642562,1.9168671,1.9168671,0.0,0.0,1.6770437,0.0,2.110156,0.0,2.7407792,0.0,3.3515942,1.3609282,2.533637,1.6770437,2.2720675,1.6770437,2.2720675,1.3609282,1.9168671,0.0,2.2720675,1.9168671,1.3609282,0.0,1.6770437,1.6770437,0.89604956,CD4_T
0.0,0.0,0.97431374,1.4583119,0.0,0.0,2.5293572,0.97431374,0.0,0.0,2.9519284,0.0,0.97431374,2.7627995,1.4583119,0.0,0.0,0.0,2.3884041,1.4583119,3.368637,1.4583119,0.0,0.0,1.7830627,0.0,0.0,2.0278053,0.0,0.0,1.7830627,1.4583119,0.97431374,3.1109133,0.0,1.4583119,0.97431374,2.652875,0.0,2.0278053,0.0,0.0,0.97431374,2.0278053,1.7830627,0.0,0.0,1.4583119,0.97431374,0.0,CD4_T
0.0,0.0,2.1522925,2.6870453,0.0,0.0,2.454996,0.9246209,0.0,0.0,2.7855744,0.0,1.9577893,1.9577893,0.0,0.0,0.9246209,0.0,1.7160903,0.9246209,3.5829906,1.7160903,1.3966963,0.0,2.6870453,1.3966963,0.0,0.0,0.0,1.3966963,0.9246209,0.0,0.9246209,0.9246209,0.0,1.7160903,0.0,2.1522925,0.0,0.0,0.0,0.0,1.3966963,1.9577893,1.9577893,0.0,0.0,0.0,0.0,0.0,CD4_T
0.0,0.0,1.5458276,2.3836987,0.0,0.0,0.0,1.9675442,0.0,0.0,2.2632542,0.0,1.2416257,1.7787538,1.7787538,0.0,1.2416257,1.5458276,2.12629,1.2416257,3.698329,1.2416257,1.5458276,0.8022786,2.4911835,3.029645,0.0,1.2416257,0.0,1.9675442,1.2416257,0.8022786,1.2416257,1.9675442,0.0,2.12629,0.0,1.9675442,0.0,1.7787538,0.0,0.0,1.7787538,1.7787538,1.9675442,1.5458276,0.0,1.7787538,0.0,0.0,CD4_T
0.0,0.0,0.0,2.187155,0.0,0.0,1.0910696,2.187155,0.0,0.0,0.0,0.0,0.0,0.0,1.0910696,0.0,0.0,0.0,0.0,1.0910696,0.0,1.0910696,0.0,0.0,0.0,1.6003798,0.0,0.0,0.0,1.0910696,1.0910696,0.0,0.0,0.0,0.0,1.0910696,1.0910696,1.0910696,1.0910696,1.0910696,0.0,1.0910696,1.0910696,0.0,1.0910696,0.0,0.0,1.0910696,0.0,0.0,CD4_T
2.2006452,3.0093398,2.8368347,3.5928004,1.761043,0.0,0.0,3.2225695,0.0,2.0048084,0.9578808,3.1564193,3.343033,3.2846143,2.364339,0.0,2.5049686,0.9578808,1.761043,1.4380172,4.101456,4.101456,1.4380172,0.0,3.54759,2.364339,0.0,2.0048084,0.0,2.364339,2.2006452,0.0,1.4380172,1.761043,2.364339,2.6282377,0.9578808,3.2846143,1.4380172,2.0048084,0.0,0.0,1.4380172,2.364339,0.9578808,1.4380172,0.0,2.7379656,0.0,0.0,CD4_T
0.0,1.7322443,3.4419115,2.5363376,2.0769372,0.0,2.3327897,2.849934,1.7322443,2.849934,0.0,1.7322443,2.9762082,2.7053788,2.0769372,0.0,1.2019699,0.0,0.0,1.2019699,3.998444,2.9762082,1.7322443,0.0,1.2019699,0.0,0.0,1.2019699,0.0,2.3327897,1.7322443,1.7322443,1.2019699,1.7322443,2.0769372,2.0769372,0.0,2.0769372,0.0,0.0,2.7053788,0.0,2.3327897,1.2019699,1.2019699,0.0,0.0,0.0,2.0769372,0.0,CD4_T
4.2243958,2.215021,1.9630762,1.1119891,0.0,0.0,0.0,0.0,2.215021,3.3151019,3.453347,2.8520467,3.2380822,2.8520467,3.6830525,0.0,2.8520467,1.6254687,2.215021,2.5834239,4.7820034,3.6830525,2.963395,1.1119891,1.6254687,2.8520467,0.0,1.9630762,0.0,1.1119891,1.1119891,1.1119891,2.5834239,2.963395,1.1119891,2.8520467,0.0,3.063578,2.4160924,2.4160924,1.9630762,0.0,1.6254687,2.4160924,1.1119891,2.215021,0.0,1.1119891,1.6254687,0.0,CD8_T
3.7687552,1.5434114,3.287047,2.4883664,2.6305826,0.0,0.0,2.7550685,1.0438974,2.4883664,2.4883664,1.5434114,1.0438974,3.0560236,1.5434114,0.0,2.1235852,2.6305826,1.0438974,1.5434114,3.7687552,2.7550685,0.0,1.5434114,1.5434114,2.1235852,0.0,2.3225176,0.0,2.3225176,2.1235852,2.3225176,2.1235852,2.6305826,1.8749963,2.3225176,1.5434114,2.8657594,1.0438974,1.5434114,0.0,0.0,0.0,1.8749963,0.0,2.1235852,1.0438974,0.0,1.8749963,0.0,CD8_T
3.3275394,2.1357982,2.4379303,1.7007912,0.0,0.0,0.0,0.0,0.0,2.5604842,3.5216649,0.0,3.0864246,3.7907598,2.2982318,0.0,0.0,0.9133906,3.2142315,2.6696448,4.0556884,3.5216649,1.9417645,0.9133906,2.939856,2.4379303,0.0,1.3826678,0.0,3.6062107,0.0,1.7007912,1.9417645,2.6696448,1.3826678,1.9417645,0.0,3.4293053,0.9133906,0.9133906,1.7007912,0.0,0.0,0.9133906,0.0,1.7007912,0.0,1.9417645,0.0,0.0,CD8_T
0.0,0.0,3.5768986,2.4248016,0.8274588,0.0,2.4248016,3.6464274,0.0,0.0,1.2739643,1.5815517,1.5815517,1.2739643,2.1661913,0.0,1.2739643,1.5815517,0.0,0.0,3.3335416,2.6300874,1.816451,0.0,1.5815517,1.2739643,0.0,1.2739643,0.0,0.8274588,0.8274588,2.3038332,0.8274588,1.5815517,2.1661913,2.0065336,0.8274588,1.5815517,0.0,1.2739643,0.0,2.0065336,0.0,0.8274588,1.5815517,1.2739643,0.0,0.8274588,1.816451,0.0,CD4_T
3.6986952,4.0427313,2.741729,0.0,2.4307137,2.9786158,0.0,0.0,2.741729,0.0,0.0,1.1227839,1.6383746,2.9786158,2.4307137,0.0,2.741729,1.6383746,0.0,1.1227839,2.9786158,1.6383746,1.1227839,1.976882,0.0,2.9786158,1.976882,0.0,2.9786158,0.0,3.078877,1.6383746,2.4307137,2.2293253,1.976882,1.6383746,1.1227839,2.741729,0.0,2.2293253,0.0,0.0,1.1227839,1.1227839,1.1227839,1.1227839,1.1227839,0.0,1.1227839,1.6383746,CD8_T
4.425965,3.0749297,2.4269402,0.0,1.6350416,3.4648774,0.0,0.0,2.9746885,1.9733179,2.2256331,0.0,0.0,3.1660316,0.0,0.0,2.4269402,4.1422625,0.0,2.7378583,3.3265767,1.6350416,3.0749297,1.119994,1.119994,0.0,0.0,1.119994,0.0,1.6350416,1.119994,3.0749297,2.7378583,1.9733179,1.9733179,1.9733179,0.0,1.9733179,1.6350416,0.0,1.119994,2.2256331,1.119994,0.0,1.6350416,2.2256331,1.119994,1.119994,1.119994,1.6350416,CD8_T
2.8831522,0.8779143,3.4635236,3.4635236,0.0,0.0,0.0,3.3218532,1.3380892,0.0,0.8779143,1.8906249,1.6520432,1.3380892,2.9588814,0.0,2.8012152,2.0831077,0.0,0.8779143,3.6257477,0.8779143,0.0,0.0,0.8779143,1.3380892,0.0,0.0,0.0,2.0831077,0.8779143,2.2444537,1.3380892,2.3833477,1.3380892,0.8779143,0.0,3.0950413,0.8779143,1.6520432,0.0,0.0,0.0,1.6520432,2.2444537,1.3380892,0.0,0.0,1.8906249,2.2444537,CD4_T
